id,artist,youtube_url,channel_id,created_at,updated_at,uploads_playlist_id,last_sync_at,sync_priority
0789045e-4810-4904-9a03-8409251a7370,Abbie Callahan,https://www.youtube.com/@abbiecallahan,UC0KiuFboEQshj6wphQR4Ztg,2025-08-06 19:31:48.792+00,2025-08-06 19:31:48.792+00,,2025-08-07 21:51:28.681661+00,0
08449be6-ec26-4633-b439-67b20135d59e,Stephanie Ryann,https://www.youtube.com/@stephanieryann,UCmGmI6AYaqU1_K-E9uCwUYA,2025-08-09 13:35:44.722+00,2025-08-09 13:35:44.722+00,,2025-08-08 13:35:44.931648+00,0
08bfa442-1eb9-47c9-852a-12c78d53ffa2,Dustin “D.J.” Hudgins,https://www.youtube.com/@dustindevine,UCawZDF_7RWwBnd3LX9rusZg,2025-08-06 19:37:00.487+00,2025-08-06 19:37:00.487+00,,2025-08-07 21:17:16.645116+00,0
08ee599a-0a08-4108-9b4e-53f71a34c1d3,Emmet Stevens Jr,https://www.youtube.com/@emmetstevensjr,UCvuJHaNYAg-nmtQzz3I_CdA,2025-08-06 19:37:05.187+00,2025-08-06 19:37:05.187+00,,2025-08-07 21:08:41.545047+00,0
0915dca5-bcc9-4fc0-ad42-947721ea668c,Keith Stegall - Topic,https://www.youtube.com/@keithstegall,UCPABPFiBokVPYo9wBt0BAug,2025-08-08 11:39:22.004+00,2025-08-08 11:39:22.004+00,,2025-08-07 20:20:28.39948+00,0
09e3c6e0-b5f0-41e2-93c7-a204b2b3188b,Karli June,https://www.youtube.com/@karlijune,UCZtoDO_ZUyS0iZKXKoPd9eg,2025-08-08 11:39:18.788+00,2025-08-08 11:39:18.788+00,,2025-08-08 01:20:07.220698+00,0
09f56728-dba3-4b44-bee7-2ad66a313e8c,Jarrod Turner,https://www.youtube.com/@jarrodturner,UC0OloMAj0YZiy5_O68cMSUA,2025-08-08 11:38:55.928+00,2025-08-08 11:38:55.928+00,,2025-08-08 03:49:28.145082+00,0
0a01e484-72b5-445b-b234-210ff2ff2ba4,Tigirlily Gold,https://www.youtube.com/@tigirlilygold,UC1xQmnzX4oSwIaHPAvw2m4w,2025-08-09 13:35:53.9+00,2025-08-09 13:35:53.9+00,,2025-08-08 13:35:54.108479+00,0
0a441936-709d-4540-b2ff-fbde0a2c7359,Dave Wilbert,https://www.youtube.com/@davewilbert,UCOM5CmdbcH9ta-iY72U3Qfw,2025-08-06 19:36:56.23+00,2025-08-06 19:36:56.23+00,,2025-08-07 22:07:01.090219+00,0
0a734b85-8bf5-48aa-a237-aabfa922160c,angelwhite,https://www.youtube.com/@angelwhite,UCX9b58G9VHqmcAEHH65Ux_g,2025-08-06 19:31:54.569+00,2025-08-06 19:31:54.569+00,,2025-08-08 00:37:47.859922+00,0
0a9dd088-7caf-41f2-bf8d-9197a5bc9729,Kyler Sullivan,https://www.youtube.com/@kylersullivan,UCVO8zELo4h4psOyCH1fP7rg,2025-08-08 11:39:26.178+00,2025-08-08 11:39:26.178+00,,2025-08-07 20:29:58.942851+00,0
0b0b1dc1-ccdf-45bf-b4d0-05c89d6f7be0,lakeview,https://www.youtube.com/@lakeview,UCn6E9jZIz8d6UI7VdND2t7g,2025-08-08 11:39:29.032+00,2025-08-08 11:39:29.032+00,,2025-08-08 02:57:18.468641+00,0
0cb7fc65-159c-4816-aadc-7ff51b0f4558,Angie Rey,https://www.youtube.com/@angierey,UC8g3uxsN_FW_4UGqCOnPiZg,2025-08-06 19:31:55.146+00,2025-08-06 19:31:55.146+00,,2025-08-07 22:36:17.129657+00,0
0d09114e-f3b3-4e98-9120-70d9865a4ad2,Ry Rivers,https://www.youtube.com/@ryrivers,UCdKIDCDKgx2_-8j5gmpBERQ,2025-08-09 13:35:30.913+00,2025-08-09 13:35:30.913+00,,2025-08-08 13:35:31.115258+00,0
0dc53c45-8ef5-4939-9198-221e88731fcc,Liam St. John,https://www.youtube.com/@liamstjohn,UCs4ScQm5jW5SqfP5i4tjBxQ,2025-08-08 11:50:21.444+00,2025-08-08 11:50:21.444+00,,2025-08-07 23:14:37.77795+00,0
0e70fc95-6177-406a-8a87-21fd4cb47401,marykutter,https://www.youtube.com/@marykutter,UCNtgd7CkY7MJExnIRpK3gQw,2025-08-08 11:50:37.948+00,2025-08-08 11:50:37.948+00,,2025-08-08 02:04:52.370746+00,0
0ee17e21-5cda-4da1-8d1d-8f3530d2ad17,Charles Esten,https://www.youtube.com/@charlesesten,UCXkap1dmvv1M8rWyiiWKFSQ,2025-08-06 19:34:38.234+00,2025-08-06 19:34:38.234+00,,2025-08-08 00:24:50.383651+00,0
0f49bedc-1a16-4729-8839-b640c571aa94,Peytan Porter,https://www.youtube.com/@peytanporter,UCfLXNoijwIEIipkKtllsztw,2025-08-08 11:50:56.93+00,2025-08-08 11:50:56.93+00,,2025-08-08 00:06:26.848212+00,0
0f5d3017-97f9-48ed-b04a-0c2c0fcf05c7,Chris Lane,https://www.youtube.com/@chrislane,UC_ojqVjLK8GE3bpVvIVw04w,2025-08-06 19:34:39.959+00,2025-08-06 19:34:39.959+00,,2025-08-08 01:46:30.014731+00,0
0f69bbb4-5835-40e0-b2da-bb9e555c88c4,Colbie Caillat,https://www.youtube.com/@colbiecaillat,UCjqaQjDZ16zXwDjIuU-TAkg,2025-08-06 19:36:48.91+00,2025-08-06 19:36:48.91+00,,2025-08-08 03:20:45.917001+00,0
104db644-f677-43a5-ac5d-92463510b456,Scott Brown Carpentry,https://www.youtube.com/@scottbrown,UC_JILA9Hg517dKdMb3n2OrQ,2025-08-09 13:35:37.678+00,2025-08-09 13:35:37.678+00,,2025-08-08 13:35:37.864911+00,0
110b9690-c9a6-4003-9fbf-3c252dac2a9d,Blake Shelton,https://www.youtube.com/@BlakeShelton,UC9nxc-xiH1AnL9RGstfgurg,2025-08-06 19:32:03.074+00,2025-08-06 19:32:03.074+00,,2025-08-07 20:28:26.059906+00,0
119ab54b-8162-4835-b321-21f76ad712b4,bodhi,https://www.youtube.com/@bodhi,UC5K5-UJ5SIoMGg_g05YHn_A,2025-08-06 19:34:23.456+00,2025-08-06 19:34:23.456+00,,2025-08-08 00:01:33.822981+00,0
119ceff0-72d8-44e0-9970-f8d1c2ec0443,George Birge,https://www.youtube.com/@georgebirge,UCli7pHzkTcVpyhSKaRD6poA,2025-08-06 19:37:11.687+00,2025-08-06 19:37:11.687+00,,2025-08-07 21:20:34.758968+00,0
123b2a55-72e6-4dae-a72e-c1a690e83015,Brooks Herring,https://www.youtube.com/@brooksherring,UCKPGETBdiNuA7o1WRiFXA_A,2025-08-06 19:34:32.227+00,2025-08-06 19:34:32.227+00,,2025-08-07 23:59:58.840482+00,0
1259a22f-9a13-40c7-861f-1be1369cb98f,Kelsey Hart,https://www.youtube.com/@kelseyhart,UCAw3I9E3G3QisMeEWFICAhw,2025-08-08 11:39:23.855+00,2025-08-08 11:39:23.855+00,,2025-08-08 03:19:34.525372+00,0
12ee289f-de83-461f-bcb6-dcf343957c65,Mad's World,https://www.youtube.com/@madisonparks,UCOVMU9TLFWeKUfRd8zZifvw,2025-08-08 11:50:31.979+00,2025-08-08 11:50:31.979+00,,2025-08-08 02:39:14.618977+00,0
12faebdc-cb01-4fc9-b511-9518efa23e64,Maggie Baugh,https://www.youtube.com/@maggiebaugh,UCBOyB5Pc5jDWhEooFd9NpxQ,2025-08-08 11:50:33.011+00,2025-08-08 11:50:33.011+00,,2025-08-08 03:24:47.740045+00,0
13a3cadd-f6f6-498b-995a-a247c55b070e,Mackenzie Carpenter,https://www.youtube.com/@mackenziecarpenter,UCl94YL0Os0pta5M5-RP2aLQ,2025-08-08 11:50:27.916+00,2025-08-08 11:50:27.916+00,,2025-08-07 20:22:15.233313+00,0
15292d1a-6e03-412b-95d9-d16c1a80368a,Willow Avalon,https://www.youtube.com/@willowavalon,UC3V3edIwrNyaNh09vYHGCGA,2025-08-09 13:36:10.655+00,2025-08-09 13:36:10.655+00,,2025-08-08 13:36:10.863288+00,0
153b7ffc-3adc-4cb2-b21d-5527a6d73d67,BridgetteTatum,https://www.youtube.com/@bridgettetatum,UC3K15yAMpMMNJUmmAydOiAw,2025-08-06 19:34:30.132+00,2025-08-06 19:34:30.132+00,,2025-08-07 22:49:01.034528+00,0
156fdbd6-8431-4c1b-9a90-4ce52b6287c5,bigworm6917,https://www.youtube.com/@terrijobox,UC9rrHcMLHW0Cq2OmRYS6hvQ,2025-08-09 13:35:51.087+00,2025-08-09 13:35:51.087+00,,2025-08-08 13:35:51.277886+00,0
165eb298-3641-4efe-9fca-68d4abcc25bd,Ian Abel,https://www.youtube.com/@ianabel,UCDHbIhfWD6sIxn-5d9Mn0RA,2025-08-08 11:38:47.759+00,2025-08-08 11:38:47.759+00,,2025-08-07 23:50:24.505502+00,0
16a0ad91-8b9b-42cc-8424-e7b5dcfbec20,RileyGreen,https://www.youtube.com/@RileyGreen,UCs-5SVzXlpsktByTN6j-UrA,2025-08-09 13:35:25.147+00,2025-08-09 13:35:25.147+00,,2025-08-08 13:35:25.35086+00,0
170c2e74-6f50-43a0-a2d5-a39ec8eca5bf,cooper Alan,https://www.youtube.com/@cooperalan,UC9BGMhrlbmQYYbObEtJv-Qg,2025-08-06 19:36:51.082+00,2025-08-06 19:36:51.082+00,,2025-08-07 23:16:49.019352+00,0
178daa1d-310f-46a9-99d7-ab9d143c6adc,The Wiggles,https://www.youtube.com/@caterinamete,UC5vVe2R4ucoMzJP53o38Yaw,2025-08-06 19:34:36.406+00,2025-08-06 19:34:36.406+00,,2025-08-07 23:51:52.303568+00,0
18c94b86-36a3-4bcf-b578-99fe88101506,lily grace,https://www.youtube.com/@lilygrace,UCcQOPMtPQuoFR7FzdTv5abg,2025-08-08 11:50:22.397+00,2025-08-08 11:50:22.397+00,,2025-08-08 00:37:18.728162+00,0
18f67665-eabd-4ecb-8b94-1f9f03ff9392,Christina Eagle,https://www.youtube.com/@christinaeagle,UC4l_So3RCKZor5mGHlMb6PQ,2025-08-06 19:36:45.472+00,2025-08-06 19:36:45.472+00,,2025-08-08 00:12:48.357929+00,0
19d984f4-aa9f-4188-b9d9-1cc7314d90f9,Omer Netzer,https://www.youtube.com/@omernetzer,UC4Wb1RnzkcYwbqzQeMSd2VQ,2025-08-08 11:50:52.747+00,2025-08-08 11:50:52.748+00,,2025-08-07 22:58:05.515471+00,0
1b4afec3-2d42-49df-b12b-5d838c034a60,JoeNicholsVEVO,https://www.youtube.com/@joenichols,UC8Damnk3gTTOx0QrrGWxu2w,2025-08-08 11:39:02.333+00,2025-08-08 11:39:02.333+00,,2025-08-07 23:31:28.652162+00,0
1bba9579-4e07-499e-8c4e-c4c4d82475e0,Shaylen,https://www.youtube.com/@shaylen,UC-5CLlBlr6CmZ5sjw_vHI9A,2025-08-09 13:35:40.276+00,2025-08-09 13:35:40.276+00,,2025-08-08 13:35:40.476196+00,0
1c8fb225-8a5b-40f2-957a-b03d2828ed87,Blessing Offor,https://www.youtube.com/@BlessingOffor,UCMZsFzIPvqSsOL_ta-zZq2g,2025-08-06 19:32:03.971+00,2025-08-06 19:32:03.971+00,,2025-08-08 03:35:07.289516+00,0
1c9ee26e-1c8d-43e4-821f-a457be3e15a7,Felicity Kircher,https://www.youtube.com/@felicitykircher,UCVvQ9YOI2c8JX5w2r-Cf3FA,2025-08-06 19:37:07.944+00,2025-08-06 19:37:07.944+00,,2025-08-07 21:41:08.085771+00,0
1caa7509-cb1a-4a30-a446-23c1490149f6,Rachel Holt,https://www.youtube.com/@rachelholt,UCcB0Dh_LNhZJW-ULZGXuArw,2025-08-08 11:50:59.463+00,2025-08-08 11:50:59.463+00,,2025-08-07 20:45:54.299511+00,0
1ccaf5be-200b-4d7b-9ac6-f250a3ace404,Corey Jones,https://www.youtube.com/@coreyjones,UC3z6QzbuRf26aFsWZ-lylKA,2025-08-06 19:36:51.384+00,2025-08-06 19:36:51.384+00,,2025-08-08 00:52:14.259031+00,0
1d8318fe-ac5c-4965-b4e0-5950587f95a8,Hannah Dasher,https://www.youtube.com/@hannahdasher,UClxZ52UrtWckk3BV9NczODQ,2025-08-06 19:37:16.677+00,2025-08-06 19:37:16.677+00,,2025-08-07 20:07:18.869107+00,0
1e052df6-0a89-452c-8674-e065d1a24330,Dawson Anderson,https://www.youtube.com/@dawsonanderson,UCnbeA-feQYVB2vwaRzX7zYg,2025-08-06 19:36:57.188+00,2025-08-06 19:36:57.188+00,,2025-08-07 22:51:23.123444+00,0
1e0e72de-74aa-4849-b405-bc85ab9bdbf8,Cece,https://www.youtube.com/@cece,UCZEqO83l91pOm7YiB9DJAZg,2025-08-06 19:34:36.708+00,2025-08-06 19:34:36.708+00,,2025-08-08 02:45:06.682928+00,0
1f683038-f8a1-4dec-9e33-2bcf03bf696c,Kylie Ryan,https://www.youtube.com/@kylieryan,UCbuD18iwpI-INgDqJkyyvqg,2025-08-08 11:39:27.628+00,2025-08-08 11:39:27.628+00,,2025-08-07 23:31:37.743619+00,0
1f73d00d-2ffc-4e5d-bb29-70689a632c18,Jake Banfield,https://www.youtube.com/@jakebanfield,UCtAgswzGMZ3wCkyqKoxmy5w,2025-08-08 11:38:52.087+00,2025-08-08 11:38:52.087+00,,2025-08-07 21:40:43.658988+00,0
1f802b07-408d-421a-b20d-c499865fdb01,juliacole,https://www.youtube.com/@juliacole,UCzGZzXbwK4NK_A9uf6UFgPQ,2025-08-08 11:39:11.605+00,2025-08-08 11:39:11.605+00,,2025-08-08 01:22:26.491348+00,0
1ff7fff1-4f2d-4a1b-9bcd-f178645bfd50,jordanfletcher,https://www.youtube.com/@jordanfletcher,UCLe4ChQAyzaWS33q75w3Crg,2025-08-08 11:39:06.893+00,2025-08-08 11:39:06.893+00,,2025-08-07 21:31:24.90703+00,0
207983b3-c9f1-47c4-8fad-625237aff0ce,Cassidy Daniels - Topic,https://www.youtube.com/@cassidydaniels,UCgrLbxLv3uCFgrZidTHt-HQ,2025-08-06 19:34:36.1+00,2025-08-06 19:34:36.1+00,,2025-08-07 22:00:25.556681+00,0
2085c383-f403-438b-a899-8829f11d3263,Dillon Carmichael,https://www.youtube.com/@dilloncarmichael,UCj_R8wPvDS6OuSGHfOafISA,2025-08-06 19:36:58.875+00,2025-08-06 19:36:58.875+00,,2025-08-07 21:14:26.165112+00,0
209f5883-a9ca-4a16-8967-f2e366af6687,Canaan Smith,https://www.youtube.com/@canaansmith,UCA9HRg8IEijZ1IVTA6CGjoA,2025-08-06 19:34:34.627+00,2025-08-06 19:34:34.628+00,,2025-08-08 00:26:06.092492+00,0
20d87859-d936-4f19-92d3-d6c61ddeaad1,Luke Borchelt,https://www.youtube.com/@lukeborchelt,UCFMiRreoAsIevghag3uP8JQ,2025-08-08 11:50:26.44+00,2025-08-08 11:50:26.44+00,,2025-08-08 01:00:16.519081+00,0
20dbcf21-f21f-44e8-bdd1-d0d42134550b,Lauren Black,https://www.youtube.com/@laurenblack,UChxecVk8CCl7EswhLMaJ5nQ,2025-08-08 11:50:18.29+00,2025-08-08 11:50:18.29+00,,2025-08-07 20:20:11.613886+00,0
210e01cc-c269-4bf9-a2a5-2a81e6a1fe67,Ryan and Rory,https://www.youtube.com/@ryanandrory,UCwn2qn2zxgFfvmg1zTrEbMg,2025-08-09 13:35:31.35+00,2025-08-09 13:35:31.35+00,,2025-08-08 13:35:31.552701+00,0
21b8522a-2770-4343-a7c1-f9d9860e1472,Willie Jones,https://www.youtube.com/@williejones,UCZ1A3NNfebyU1Yhv73Q8W1Q,2025-08-09 13:36:10.124+00,2025-08-09 13:36:10.124+00,,2025-08-08 13:36:10.330788+00,0
22ac54f5-4b9f-49f0-997c-92d22887e01a,Lane Pittman,https://www.youtube.com/@lanepittman,UCBW__7MpdmkDFYJP7p1BMeg,2025-08-08 11:50:15.053+00,2025-08-08 11:50:15.053+00,,2025-08-08 00:16:50.789264+00,0
22b97ad3-c11f-4926-8ed4-7df22665e27c,Jade Eagleson,https://www.youtube.com/@jadeeagleson,UCTcLEXCFohz59ry-1XwhLug,2025-08-08 11:38:51.089+00,2025-08-08 11:38:51.089+00,,2025-08-08 00:40:09.090425+00,0
23e242ea-0187-4ffd-ac05-392b08e41e0f,Braxton Keith,https://www.youtube.com/@braxtonkeith,UCRBuoYTxcCRgpZvdx0kHE3g,2025-08-06 19:34:27.754+00,2025-08-06 19:34:27.754+00,,2025-08-08 02:30:52.075151+00,0
23fc2053-280c-4aa5-a373-a7830c166872,vincent mason,https://www.youtube.com/@vincentmason,UCd5PfUqBb-wFgJNERDzym2A,2025-08-09 13:36:05.376+00,2025-08-09 13:36:05.376+00,,2025-08-08 13:36:05.584347+00,0
24fa03aa-e7d0-4f6e-83de-3e42e1212dd6,Tenille Arts,https://www.youtube.com/@TenilleArts,UC4oP3QkSqWEagemIwTVRrWA,2025-08-09 13:35:50.654+00,2025-08-09 13:35:50.654+00,,2025-08-08 13:35:50.856934+00,0
25258757-2742-4e8d-8de9-2aff2effb2df,Rex Linn,https://www.youtube.com/@rexlinn,UC45Lsxl_48GTBu1csba5M1A,2025-08-09 13:35:22.959+00,2025-08-09 13:35:22.959+00,,2025-08-08 13:35:23.170967+00,0
2654f3d9-0335-4dc1-a745-f8d83cb1758f,JamieONealVEVO,https://www.youtube.com/@jamieoneal,UCAGWp7XcgSHpSclgn838t4g,2025-08-08 11:38:55.454+00,2025-08-08 11:38:55.454+00,,2025-08-07 20:32:23.239422+00,0
272cd8c3-c660-4563-a959-8e92d66594d6,Rebecca Lynn Howard,https://www.youtube.com/@rebeccalynnhoward,UC77ZDmOGcQGrg17ZYYAjLew,2025-08-08 11:51:02.532+00,2025-08-08 11:51:02.532+00,,2025-08-07 23:58:11.832155+00,0
278bb5ea-5006-4841-aca4-6bd06a6f74e5,LOCASH,https://www.youtube.com/@LOCASH,UC0vPOxeds7aHnc0LMHP3RkQ,2025-08-08 11:50:24.463+00,2025-08-08 11:50:24.463+00,,2025-08-08 03:07:06.427688+00,0
2827d81c-48d6-4f7b-a5f9-06f2a8787675,Pam Tillis - Topic,https://www.youtube.com/@PamTillis,UCJwVPr7UUeF3fq2WZKKfPJw,2025-08-08 11:50:54.123+00,2025-08-08 11:50:54.123+00,,2025-08-08 03:51:17.62927+00,0
288058c0-f73e-406f-bd45-9ff83c7f829c,Tanner Adell,https://www.youtube.com/@tanneradell,UCuOqwJc2hyWmuYy8CV4onug,2025-08-09 13:35:49.696+00,2025-08-09 13:35:49.696+00,,2025-08-08 13:35:49.88274+00,0
29455993-564f-4c68-9118-d01f1f3f4a63,OllieGabriel,https://www.youtube.com/@olliegabriel,UCGSi2bBNDIRPMvKe64ThEqg,2025-08-08 11:50:52.198+00,2025-08-08 11:50:52.198+00,,2025-08-08 01:01:34.026501+00,0
29655da4-d5d1-48f9-aedd-a7d49264b9eb,Shaboozey,https://www.youtube.com/@Shaboozey,UCnPbcv9O37e39-813WETb4g,2025-08-09 13:35:39.376+00,2025-08-09 13:35:39.376+00,,2025-08-08 13:35:39.57103+00,0
2abdd737-d378-4578-895d-71a5e731b380,Graham Barham,https://www.youtube.com/@grahambarham,UCXpe_hp0mJoXDKqMDrAqzIQ,2025-08-06 19:37:13.789+00,2025-08-06 19:37:13.789+00,,2025-08-08 00:55:46.914914+00,0
2ace6822-8f22-429b-8fe3-7889be40e1db,Dirty Grass Soul,https://www.youtube.com/@dirtygrasssoul,UCjuAii9m7G0onOeOcPhDsWA,2025-08-06 19:36:59.513+00,2025-08-06 19:36:59.513+00,,2025-08-08 03:32:01.848494+00,0
2adf8ae5-a1c5-48ad-a6d3-4d8467d29b01,Tori Rose,https://www.youtube.com/@torirose,UCs6hYbqWG0p0B9z7-tMoG6A,2025-08-09 13:35:55.869+00,2025-08-09 13:35:55.869+00,,2025-08-08 13:35:56.080763+00,0
2b59f4fe-c7f1-4fde-a343-26e422c01159,josephhosey,https://www.youtube.com/@josephhosey,UChCU33PcImJrsxFe3f0cTcw,2025-08-08 11:39:08.869+00,2025-08-08 11:39:08.869+00,,2025-08-07 23:18:39.982985+00,0
2ba80376-a6bf-4efb-9f77-6ad10d8aab0f,Dylan Wright,https://www.youtube.com/@dylanwright,UCxTwo8GIIVHql_3zxoMUiiQ,2025-08-06 19:37:02.487+00,2025-08-06 19:37:02.487+00,,2025-08-08 02:21:51.899356+00,0
2c145abb-a805-4b21-a6f7-dfb5e9e0496a,SmithField Music,https://www.youtube.com/@smithfield,UCEC-T6HVsN0u2SL0g3x_Ndw,2025-08-09 13:35:42.985+00,2025-08-09 13:35:42.985+00,,2025-08-08 13:35:43.173548+00,0
2d189fd5-6d6e-4fa7-8475-8947a50ea6a9,Tayler Holder,https://www.youtube.com/@taylerholder,UCSdkYFmjUv1duOKorLjPh-w,2025-08-09 13:35:50.118+00,2025-08-09 13:35:50.118+00,,2025-08-08 13:35:50.32061+00,0
2d57ae43-c7cf-47ae-a56b-30177a153dd7,Brei Carter,https://www.youtube.com/@breicarter,UCrYV9NDw-RqcPaACJqgo1DA,2025-08-06 19:34:28.51+00,2025-08-06 19:34:28.51+00,,2025-08-08 00:16:54.59971+00,0
2d62d2b7-ffa5-484b-9163-f52123c23d32,Josh Gracin,https://www.youtube.com/@joshgracin,UCq19mSbTvDumPooY4X_8MfA,2025-08-08 11:39:09.772+00,2025-08-08 11:39:09.772+00,,2025-08-07 20:00:30.876423+00,0
2e2f388c-114e-48c6-96fd-800173ef9bb4,Jason Aldean,https://www.youtube.com/@JasonAldean,UCw0F_Xuz0VqemtMAtEfHTdA,2025-08-08 11:38:56.35+00,2025-08-08 11:38:56.35+00,,2025-08-07 23:01:28.783394+00,0
2e60603f-de48-4468-9df6-90c4341f6caf,Bryce Leatherwood,https://www.youtube.com/@bryceleatherwood,UCHxodqR75GxuE6alWrc_Uqw,2025-08-06 19:34:33.131+00,2025-08-06 19:34:33.131+00,,2025-08-07 21:48:42.839771+00,0
2f29fa24-3ec1-42ea-b338-b7fc30e3bc96,Erin Kinsey,https://www.youtube.com/@erinkinsey,UCXzsg6QhUpYsohrgc7o2X-A,2025-08-06 19:37:06.546+00,2025-08-06 19:37:06.546+00,,2025-08-08 03:52:52.321559+00,0
2f5dd31b-3f5f-4428-885a-7b9a5a0455ac,CarsonWallace,https://www.youtube.com/@carsonwallace,UCZDx9t-Mym78D120UE-qIgw,2025-08-06 19:34:35.218+00,2025-08-06 19:34:35.218+00,,2025-08-08 00:10:37.692426+00,0
307d8837-bff5-46d2-adef-e2e84a32eb18,Wynonna Judd,https://www.youtube.com/@WynonnaJudd,UCxtzJkaJAbvEX52EaLMKicw,2025-08-09 13:36:12.269+00,2025-08-09 13:36:12.269+00,,2025-08-08 13:36:12.479916+00,0
30c7b0f8-88a6-486a-aabd-3194bf4188cc,John Michael Morgan,https://www.youtube.com/@johnmorgan,UC-Z09nYxUeb3a32ZYaGbxBQ,2025-08-08 11:39:03.698+00,2025-08-08 11:39:03.698+00,,2025-08-08 02:23:10.362256+00,0
310a9039-ee28-4ce4-9084-e2cdbd18c107,Thompson Square,https://www.youtube.com/@thompsonsquare,UC5whuw2Jl9duR79h4goxhwQ,2025-08-09 13:35:52.971+00,2025-08-09 13:35:52.971+00,,2025-08-08 13:35:53.17811+00,0
327bfdde-9065-43d1-995c-221affc70f35,Megan Moroney,https://www.youtube.com/@MeganMoroney,UCVJw311xTzReixTY2r9P8HQ,2025-08-08 11:50:42.407+00,2025-08-08 11:50:42.407+00,,2025-08-08 02:24:13.177316+00,0
32a53751-992b-491b-8519-e57c0af8d41e,Noah Cyrus,https://www.youtube.com/@NoahCyrus,UCoA_M5jHdV9_dJZMm9-Cr5A,2025-08-08 11:50:47.902+00,2025-08-08 11:50:47.902+00,,2025-08-07 23:34:11.196+00,0
33d840db-1227-41f2-9bce-bbf33273ac03,BrittanyElise,https://www.youtube.com/@brittanyelise,UCLMzmmC5DsrrO_LWxuVY23Q,2025-08-06 19:34:31.013+00,2025-08-06 19:34:31.013+00,,2025-08-07 21:58:28.800486+00,0
347d9241-7479-4b6d-ad09-17018ca13799,The Belles - Topic,https://www.youtube.com/@belles,UCEBENSsVzx_V0ybkwxxnArQ,2025-08-06 19:32:00.876+00,2025-08-06 19:32:00.876+00,,2025-08-08 02:34:36.311831+00,0
353ca8dd-9657-4fe0-be5e-6eec89c424e4,Lee Brice,https://www.youtube.com/@LeeBrice,UCmhzb5pJId5QY0r6gZqMDdA,2025-08-08 11:50:19.654+00,2025-08-08 11:50:19.654+00,,2025-08-07 23:15:17.614912+00,0
